,position,description,total_price,unit_price,url,region,transit_duration_大钟寺地铁站,transit_distance_大钟寺地铁站,transit_fee_大钟寺地铁站,transit_duration_国贸大厦A座,transit_distance_国贸大厦A座,transit_fee_国贸大厦A座,driving_duration_大钟寺地铁站,driving_distance_大钟寺地铁站,driving_fee_大钟寺地铁站,driving_duration_国贸大厦A座,driving_distance_国贸大厦A座,driving_fee_国贸大厦A座
10,gogo新世代,中楼层(共30层)|2005年建|1室1厅|46.39平米|西,301万,"64,885元/平",https://bj.ke.com/ershoufang/101116923519.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
11,芳城园一区,低楼层(共22层)|1992年建|2室1厅|63.5平米|西南,425万,"66,930元/平",https://bj.ke.com/ershoufang/101116807205.html,fangzhuang1,3632,1446,5.0,2563,1765,4.0,1473,20864,58,895,8000,23
12,gogo新世代,中楼层(共9层)|2005年建|1室1厅|57.24平米|东南,340万,"59,400元/平",https://bj.ke.com/ershoufang/101116478859.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
13,芳城园三区,中楼层(共25层)|1994年建|2室1厅|69.97平米|西南,498万,"71,174元/平",https://bj.ke.com/ershoufang/101116470827.html,fangzhuang1,3435,1216,5.0,2366,1535,4.0,1414,20706,57,850,7842,23
14,芳城东里,中楼层(共7层)|1995年建|2室1厅|69.4平米|南北,479万,"69,021元/平",https://bj.ke.com/ershoufang/101116430348.html,fangzhuang1,3106,832,5.0,2037,1151,4.0,1490,20792,57,908,7928,24
15,芳城园二区,中楼层(共25层)|1990年建|2室1厅|71.9平米|西南东北,460万,"63,978元/平",https://bj.ke.com/ershoufang/101116415080.html,fangzhuang1,3599,1575,5.0,2677,1898,4.0,1544,20350,58,910,8052,24
16,芳星园二区,低楼层(共25层)|1990年建|1室1厅|49.1平米|南,339万,"69,043元/平",https://bj.ke.com/ershoufang/101116276872.html,fangzhuang1,3515,1310,5.0,2447,1629,4.0,1501,20864,58,907,8000,23
17,芳群园一区,中楼层(共25层)|1991年建|1室1厅|41.28平米|南,298万,"72,190元/平",https://bj.ke.com/ershoufang/101116197901.html,fangzhuang1,3346,1280,5.0,2471,1738,4.0,1383,19757,57,1049,9410,26
18,芳古园一区,中楼层(共6层)|1991年建|2室1厅|56.3平米|东南,373万,"66,253元/平",https://bj.ke.com/ershoufang/101116058846.html,fangzhuang1,3273,1322,5.0,2301,1539,4.0,1443,19673,56,1106,10546,29
19,芳星园一区,中楼层(共25层)|1990年建|2室1厅|63.4平米|东南,485万,"76,499元/平",https://bj.ke.com/ershoufang/101115954460.html,fangzhuang1,3648,1465,5.0,2580,1784,4.0,1502,20361,59,965,8278,24
20,芳群园二区,中楼层(共5层)|1990年建|1室1厅|43.79平米|南,279万,"63,714元/平",https://bj.ke.com/ershoufang/101115948670.html,fangzhuang1,3393,1335,5.0,2666,1400,2.0,1414,19833,57,1086,9486,26
21,芳城园三区,中楼层(共25层)1室1厅|46.19平米|东南,327万,"70,795元/平",https://bj.ke.com/ershoufang/101115857232.html,fangzhuang1,3435,1216,5.0,2366,1535,4.0,1414,20706,57,850,7842,23
22,10AM新坐标,低楼层(共29层)|2005年建|1室0厅|44.7平米|北,266万,"59,508元/平",https://bj.ke.com/ershoufang/101114034988.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
23,芳星园二区,低楼层(共25层)1室1厅|48.54平米|南,359万,"73,960元/平",https://bj.ke.com/ershoufang/101113677949.html,fangzhuang1,3515,1310,5.0,2447,1629,4.0,1501,20864,58,907,8000,23
24,芳城园三区,高楼层(共25层)|2000年建|2室1厅|62.5平米|西南,438万,"70,080元/平",https://bj.ke.com/ershoufang/101112484676.html,fangzhuang1,3435,1216,5.0,2366,1535,4.0,1414,20706,57,850,7842,23
25,芳城东里,中楼层(共7层)|1995年建|1室1厅|42.66平米|南,300万,"70,324元/平",https://bj.ke.com/ershoufang/101112266489.html,fangzhuang1,3106,832,5.0,2037,1151,4.0,1490,20792,57,908,7928,24
26,芳古园一区,低楼层(共25层)1室1厅|35.39平米|东南,222万,"62,730元/平",https://bj.ke.com/ershoufang/101107723949.html,fangzhuang1,3273,1322,5.0,2301,1539,4.0,1443,19673,56,1106,10546,29
27,芳星园三区,中楼层(共17层)|1997年建|2室1厅|70.38平米|西北东北,485万,"68,912元/平",https://bj.ke.com/ershoufang/101117501809.html,fangzhuang1,3864,1717,5.0,2576,1296,2.0,1663,23847,60,1080,9207,26
28,芳城园二区,中楼层(共25层)|1991年建|1室2厅|57.14平米|东南西南,420万,"73,504元/平",https://bj.ke.com/ershoufang/101117495366.html,fangzhuang1,3599,1575,5.0,2677,1898,4.0,1544,20350,58,910,8052,24
29,芳群园二区,高楼层(共25层)|1990年建|1室1厅|42.12平米|南北,309万,"73,362元/平",https://bj.ke.com/ershoufang/101117475344.html,fangzhuang1,3393,1335,5.0,2666,1400,2.0,1414,19833,57,1086,9486,26
30,芳城园三区,低楼层(共25层)1室1厅|66.08平米|南,492万,"74,456元/平",https://bj.ke.com/ershoufang/101117472062.html,fangzhuang1,3435,1216,5.0,2366,1535,4.0,1414,20706,57,850,7842,23
31,芳群园一区,中楼层(共25层)|1991年建|2室1厅|55.75平米|南,430万,"77,131元/平",https://bj.ke.com/ershoufang/101117456764.html,fangzhuang1,3346,1280,5.0,2471,1738,4.0,1383,19757,57,1049,9410,26
32,芳群园四区,低楼层(共6层)|1980年建|2室1厅|62.8平米|南北,425万,"67,676元/平",https://bj.ke.com/ershoufang/101117447523.html,fangzhuang1,3706,1700,5.0,2318,995,2.0,1474,20263,58,989,9010,26
33,gogo新世代,高楼层(共32层)|2005年建|1室1厅|46.06平米|西,295万,"64,047元/平",https://bj.ke.com/ershoufang/101117423217.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
34,芳群园四区,高楼层(共6层)|1980年建|1室1厅|47.94平米|南北,308万,"64,247元/平",https://bj.ke.com/ershoufang/101117418368.html,fangzhuang1,3706,1700,5.0,2318,995,2.0,1474,20263,58,989,9010,26
35,芳群园一区,高楼层(共25层)|1990年建|1室1厅|44.54平米|南,300万,"67,356元/平",https://bj.ke.com/ershoufang/101117365971.html,fangzhuang1,3346,1280,5.0,2471,1738,4.0,1383,19757,57,1049,9410,26
36,城市芳庭,高楼层(共20层)|1999年建|1室2厅|69.78平米|南西南,489万,"70,078元/平",https://bj.ke.com/ershoufang/101117356901.html,fangzhuang1,3203,1190,5.0,2134,1509,4.0,1384,20761,57,972,7897,24
37,芳群园一区,中楼层(共15层)2室1厅|69.46平米|南,498万,"71,696元/平",https://bj.ke.com/ershoufang/101117353093.html,fangzhuang1,3346,1280,5.0,2471,1738,4.0,1383,19757,57,1049,9410,26
38,gogo新世代,中楼层(共30层)|2005年建|1室1厅|46.39平米|西,290万,"62,514元/平",https://bj.ke.com/ershoufang/101117344934.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
39,gogo新世代,中楼层(共32层)1室1厅|46.39平米|西,310万,"66,825元/平",https://bj.ke.com/ershoufang/101117343184.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
40,gogo新世代,中楼层(共30层)|2005年建|1室1厅|46.39平米|西,299万,"64,454元/平",https://bj.ke.com/ershoufang/101117336761.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
41,10AM新坐标,中楼层(共29层)|2005年建|1室0厅|32.86平米|南,255万,"77,602元/平",https://bj.ke.com/ershoufang/101117308297.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
42,芳城东里,中楼层(共7层)|1995年建|1室1厅|41平米|南北,290万,"70,732元/平",https://bj.ke.com/ershoufang/101117305041.html,fangzhuang1,3106,832,5.0,2037,1151,4.0,1490,20792,57,908,7928,24
43,芳城园三区,中楼层(共25层)|1994年建|2室1厅|62.19平米|西南,498万,"80,078元/平",https://bj.ke.com/ershoufang/101117287678.html,fangzhuang1,3435,1216,5.0,2366,1535,4.0,1414,20706,57,850,7842,23
44,芳群园三区,顶层(共6层)|1991年建|2室1厅|56.19平米|南北,360万,"64,069元/平",https://bj.ke.com/ershoufang/101117280039.html,fangzhuang1,3652,1637,5.0,3191,829,2.0,1430,20128,58,987,8951,26
45,10AM新坐标,高楼层(共30层)|2005年建|1室1厅|59.69平米|南,415万,"69,526元/平",https://bj.ke.com/ershoufang/101117266858.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
46,芳群园二区,中楼层(共5层)|1989年建|2室1厅|55.9平米|南北,412万,"73,704元/平",https://bj.ke.com/ershoufang/101117265458.html,fangzhuang1,3393,1335,5.0,2666,1400,2.0,1414,19833,57,1086,9486,26
47,芳群园一区,顶层(共22层)2室1厅|59.73平米|南,398万,"66,634元/平",https://bj.ke.com/ershoufang/101117259423.html,fangzhuang1,3346,1280,5.0,2471,1738,4.0,1383,19757,57,1049,9410,26
48,芳群园一区,顶层(共22层)1室1厅|40.84平米|南,288万,"70,520元/平",https://bj.ke.com/ershoufang/101117259411.html,fangzhuang1,3346,1280,5.0,2471,1738,4.0,1383,19757,57,1049,9410,26
49,10AM新坐标,中楼层(共30层)|2005年建|1室1厅|55.94平米|东北,389万,"69,539元/平",https://bj.ke.com/ershoufang/101117247261.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
50,芳星园二区,低楼层(共25层)2室1厅|63.47平米|东南,475万,"74,839元/平",https://bj.ke.com/ershoufang/101117245950.html,fangzhuang1,3515,1310,5.0,2447,1629,4.0,1501,20864,58,907,8000,23
51,芳群园二区,中楼层(共5层)|1990年建|1室1厅|46.2平米|南,285万,"61,689元/平",https://bj.ke.com/ershoufang/101117243727.html,fangzhuang1,3393,1335,5.0,2666,1400,2.0,1414,19833,57,1086,9486,26
52,芳群园四区,低楼层(共6层)|1995年建|2室1厅|47.23平米|南,302万,"63,943元/平",https://bj.ke.com/ershoufang/101117229675.html,fangzhuang1,3706,1700,5.0,2318,995,2.0,1474,20263,58,989,9010,26
53,芳星园三区,高楼层(共17层)|1997年建|2室1厅|70.38平米|北,459万,"65,218元/平",https://bj.ke.com/ershoufang/101117223419.html,fangzhuang1,3864,1717,5.0,2576,1296,2.0,1663,23847,60,1080,9207,26
54,芳古园一区,低楼层(共25层)|1992年建|3室1厅|72.89平米|东南,479万,"65,716元/平",https://bj.ke.com/ershoufang/101117218127.html,fangzhuang1,3273,1322,5.0,2301,1539,4.0,1443,19673,56,1106,10546,29
55,芳城园二区,中楼层(共25层)|1992年建|1室1厅|46.02平米|东南,355万,"77,141元/平",https://bj.ke.com/ershoufang/101117216496.html,fangzhuang1,3599,1575,5.0,2677,1898,4.0,1544,20350,58,910,8052,24
56,10AM新坐标,低楼层(共26层)|2005年建|1室0厅|43.55平米|北,280万,"64,294元/平",https://bj.ke.com/ershoufang/101117215193.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
57,芳群园三区,低楼层(共6层)|1991年建|1室1厅|43.3平米|南,295万,"68,130元/平",https://bj.ke.com/ershoufang/101117213998.html,fangzhuang1,3652,1637,5.0,3191,829,2.0,1430,20128,58,987,8951,26
58,芳城园三区,中楼层(共25层)1室1厅|46.29平米|东南,340万,"73,450元/平",https://bj.ke.com/ershoufang/101117179846.html,fangzhuang1,3435,1216,5.0,2366,1535,4.0,1414,20706,57,850,7842,23
59,gogo新世代,低楼层(共30层)|2005年建|1室0厅|46.39平米|东,300万,"64,670元/平",https://bj.ke.com/ershoufang/101117168858.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
60,芳城园一区,低楼层(共25层)|1990年建|2室1厅|67平米|东南,440万,"65,672元/平",https://bj.ke.com/ershoufang/101117155625.html,fangzhuang1,3632,1446,5.0,2563,1765,4.0,1473,20864,58,895,8000,23
61,10AM新坐标,低楼层(共29层)|2005年建|1室0厅|45.44平米|西,292万,"64,261元/平",https://bj.ke.com/ershoufang/101117152674.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
62,10AM新坐标,低楼层(共30层)|2005年建|1室1厅|61.1平米|南,445万,"72,832元/平",https://bj.ke.com/ershoufang/101117148308.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
63,10AM新坐标,中楼层(共29层)|2005年建|1室0厅|40.69平米|南,288万,"70,780元/平",https://bj.ke.com/ershoufang/101117139138.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
64,10AM新坐标,低楼层(共29层)|2005年建|1室1厅|50.07平米|南,368万,"73,498元/平",https://bj.ke.com/ershoufang/101117131855.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
65,芳群园二区,低楼层(共20层)|1995年建|1室1厅|45.66平米|南,306万,"67,018元/平",https://bj.ke.com/ershoufang/101117131041.html,fangzhuang1,3393,1335,5.0,2666,1400,2.0,1414,19833,57,1086,9486,26
66,芳城园一区,低楼层(共26层)|1990年建|2室1厅|62平米|西南,438万,"70,646元/平",https://bj.ke.com/ershoufang/101117129498.html,fangzhuang1,3632,1446,5.0,2563,1765,4.0,1473,20864,58,895,8000,23
67,gogo新世代,高楼层(共30层)|2005年建|1室1厅|46.39平米|西,296万,"63,807元/平",https://bj.ke.com/ershoufang/101117128600.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
68,芳城园一区,低楼层(共26层)|1992年建|2室1厅|63.8平米|东南,410万,"64,264元/平",https://bj.ke.com/ershoufang/101117116980.html,fangzhuang1,3632,1446,5.0,2563,1765,4.0,1473,20864,58,895,8000,23
69,芳群园四区,高楼层(共12层)|1996年建|2室1厅|60.59平米|东南,390万,"64,368元/平",https://bj.ke.com/ershoufang/101117097349.html,fangzhuang1,3706,1700,5.0,2318,995,2.0,1474,20263,58,989,9010,26
70,10AM新坐标,高楼层(共26层)|2005年建|1室0厅|50.36平米|南,355万,"70,493元/平",https://bj.ke.com/ershoufang/101117086960.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
71,芳星园三区,高楼层(共6层)2室1厅|58平米|南,360万,"62,069元/平",https://bj.ke.com/ershoufang/101117083531.html,fangzhuang1,3864,1717,5.0,2576,1296,2.0,1663,23847,60,1080,9207,26
72,芳星园二区,底层(共25层)2室1厅|65.09平米|东南,410万,"62,990元/平",https://bj.ke.com/ershoufang/101117079209.html,fangzhuang1,3515,1310,5.0,2447,1629,4.0,1501,20864,58,907,8000,23
73,gogo新世代,中楼层(共30层)|2005年建|1室1厅|46.95平米|西北,320万,"68,158元/平",https://bj.ke.com/ershoufang/101117079101.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
74,芳群园二区,顶层(共25层)2室1厅|56.5平米|东南,419万,"74,160元/平",https://bj.ke.com/ershoufang/101117074372.html,fangzhuang1,3393,1335,5.0,2666,1400,2.0,1414,19833,57,1086,9486,26
75,芳城园二区,中楼层(共25层)|1991年建|1室1厅|46平米|东南,345万,"75,000元/平",https://bj.ke.com/ershoufang/101117066169.html,fangzhuang1,3599,1575,5.0,2677,1898,4.0,1544,20350,58,910,8052,24
76,芳星园二区,高楼层(共25层)|1989年建|1室1厅|48.54平米|南,353万,"72,724元/平",https://bj.ke.com/ershoufang/101117060078.html,fangzhuang1,3515,1310,5.0,2447,1629,4.0,1501,20864,58,907,8000,23
77,gogo新世代,高楼层(共30层)|2005年建|1室1厅|46.95平米|东北,320万,"68,158元/平",https://bj.ke.com/ershoufang/101117040704.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
78,芳城园一区,高楼层(共26层)|1990年建|2室1厅|71平米|西东北,455万,"64,085元/平",https://bj.ke.com/ershoufang/101117025215.html,fangzhuang1,3632,1446,5.0,2563,1765,4.0,1473,20864,58,895,8000,23
79,芳城东里,低楼层(共7层)|1995年建|1室1厅|41.47平米|南,310万,"74,753元/平",https://bj.ke.com/ershoufang/101117023444.html,fangzhuang1,3106,832,5.0,2037,1151,4.0,1490,20792,57,908,7928,24
80,芳古园一区,顶层(共6层)|1988年建|2室1厅|57.14平米|南北,368万,"64,404元/平",https://bj.ke.com/ershoufang/101117022033.html,fangzhuang1,3273,1322,5.0,2301,1539,4.0,1443,19673,56,1106,10546,29
81,10AM新坐标,中楼层(共29层)|2005年建|1室1厅|47.92平米|北,293万,"61,144元/平",https://bj.ke.com/ershoufang/101117013308.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
82,芳星园三区,中楼层(共16层)2室1厅|75.08平米|南,498万,"66,330元/平",https://bj.ke.com/ershoufang/101117007020.html,fangzhuang1,3864,1717,5.0,2576,1296,2.0,1663,23847,60,1080,9207,26
83,芳群园三区,中楼层(共6层)|1995年建|2室1厅|64.56平米|东西,450万,"69,703元/平",https://bj.ke.com/ershoufang/101117000520.html,fangzhuang1,3652,1637,5.0,3191,829,2.0,1430,20128,58,987,8951,26
84,gogo新世代,低楼层(共32层)|2005年建|1室0厅|47平米|西,298万,"63,405元/平",https://bj.ke.com/ershoufang/101116997583.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
85,10AM新坐标,中楼层(共30层)|2005年建|1室1厅|53.54平米|西南,285万,"53,232元/平",https://bj.ke.com/ershoufang/101116982566.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
86,芳城园三区,中楼层(共25层)|1993年建|1室2厅|58.3平米|东南西南,498万,"85,421元/平",https://bj.ke.com/ershoufang/101116977399.html,fangzhuang1,3435,1216,5.0,2366,1535,4.0,1414,20706,57,850,7842,23
87,芳城园一区,高楼层(共28层)|1992年建|2室1厅|62.13平米|南,420万,"67,601元/平",https://bj.ke.com/ershoufang/101116977092.html,fangzhuang1,3632,1446,5.0,2563,1765,4.0,1473,20864,58,895,8000,23
88,芳古园一区,中楼层(共6层)|1992年建|2室1厅|57.04平米|南北,369万,"64,692元/平",https://bj.ke.com/ershoufang/101116960339.html,fangzhuang1,3273,1322,5.0,2301,1539,4.0,1443,19673,56,1106,10546,29
89,芳群园一区,低楼层(共25层)|1992年建|2室1厅|62.55平米|南,426万,"68,106元/平",https://bj.ke.com/ershoufang/101116956525.html,fangzhuang1,3346,1280,5.0,2471,1738,4.0,1383,19757,57,1049,9410,26
90,芳星园三区,低楼层(共25层)|1991年建|1室1厅|49.01平米|南,316万,"64,477元/平",https://bj.ke.com/ershoufang/101116811286.html,fangzhuang1,3864,1717,5.0,2576,1296,2.0,1663,23847,60,1080,9207,26
91,芳星园二区,高楼层(共14层)|1993年建|2室1厅|68.8平米|东南西,485万,"70,495元/平",https://bj.ke.com/ershoufang/101116800334.html,fangzhuang1,3515,1310,5.0,2447,1629,4.0,1501,20864,58,907,8000,23
92,gogo新世代,低楼层(共23层)|2005年建|1室1厅|29.93平米|南,249万,"83,195元/平",https://bj.ke.com/ershoufang/101116794378.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
93,芳群园三区,顶层(共6层)|1991年建|1室1厅|43.89平米|南,296万,"67,442元/平",https://bj.ke.com/ershoufang/101116776419.html,fangzhuang1,3652,1637,5.0,3191,829,2.0,1430,20128,58,987,8951,26
94,10AM新坐标,高楼层(共26层)|2005年建|1室0厅|46.39平米|北,299万,"64,454元/平",https://bj.ke.com/ershoufang/101116764556.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
95,gogo新世代,低楼层(共32层)|2005年建|1室0厅|46.39平米|东,285万,"61,436元/平",https://bj.ke.com/ershoufang/101116764308.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
96,芳古园一区,中楼层(共18层)|1990年建|2室1厅|57.29平米|南,439万,"76,628元/平",https://bj.ke.com/ershoufang/101116754355.html,fangzhuang1,3273,1322,5.0,2301,1539,4.0,1443,19673,56,1106,10546,29
97,gogo新世代,高楼层(共32层)|2005年建|1室1厅|46.51平米|东,279万,"59,988元/平",https://bj.ke.com/ershoufang/101116753496.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
98,芳古园一区,中楼层(共6层)|1991年建|2室1厅|56.3平米|南北,390万,"69,272元/平",https://bj.ke.com/ershoufang/101116739472.html,fangzhuang1,3273,1322,5.0,2301,1539,4.0,1443,19673,56,1106,10546,29
99,芳群园四区,低楼层(共18层)|1989年建|2室1厅|71平米|南北,475万,"66,902元/平",https://bj.ke.com/ershoufang/101116738965.html,fangzhuang1,3706,1700,5.0,2318,995,2.0,1474,20263,58,989,9010,26
100,芳星园二区,中楼层(共12层)|1990年建|1室1厅|43.84平米|南北,335万,"76,415元/平",https://bj.ke.com/ershoufang/101116737684.html,fangzhuang1,3515,1310,5.0,2447,1629,4.0,1501,20864,58,907,8000,23
101,芳群园二区,顶层(共5层)|1989年建|3室1厅|73.22平米|南北,469万,"64,054元/平",https://bj.ke.com/ershoufang/101116736414.html,fangzhuang1,3393,1335,5.0,2666,1400,2.0,1414,19833,57,1086,9486,26
102,芳星园二区,底层(共12层)|1993年建|2室1厅|59.35平米|东西,449万,"75,653元/平",https://bj.ke.com/ershoufang/101116735822.html,fangzhuang1,3515,1310,5.0,2447,1629,4.0,1501,20864,58,907,8000,23
103,gogo新世代,中楼层(共23层)|2005年建|1室0厅|25.77平米|西,218万,"84,595元/平",https://bj.ke.com/ershoufang/101116729000.html,fangzhuang1,3058,944,5.0,2183,1402,4.0,1396,19814,57,1052,8993,26
104,芳星园三区,中楼层(共16层)|1990年建|2室1厅|60.27平米|南北,450万,"74,665元/平",https://bj.ke.com/ershoufang/101116728667.html,fangzhuang1,3864,1717,5.0,2576,1296,2.0,1663,23847,60,1080,9207,26
105,芳星园三区,低楼层(共16层)2室1厅|60.35平米|南北,420万,"69,595元/平",https://bj.ke.com/ershoufang/101116719854.html,fangzhuang1,3864,1717,5.0,2576,1296,2.0,1663,23847,60,1080,9207,26
106,芳城园一区,高楼层(共26层)|1990年建|2室1厅|71平米|东北,465万,"65,493元/平",https://bj.ke.com/ershoufang/101116713172.html,fangzhuang1,3632,1446,5.0,2563,1765,4.0,1473,20864,58,895,8000,23
107,10AM新坐标,低楼层(共29层)|2005年建|1室1厅|27.71平米|西,235万,"84,807元/平",https://bj.ke.com/ershoufang/101116701402.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
108,芳古园一区,低楼层(共25层)|1992年建|2室1厅|66.55平米|西南,384万,"57,701元/平",https://bj.ke.com/ershoufang/101116699032.html,fangzhuang1,3273,1322,5.0,2301,1539,4.0,1443,19673,56,1106,10546,29
109,芳群园二区,顶层(共5层)1室1厅|44.4平米|南,265万,"59,685元/平",https://bj.ke.com/ershoufang/101116697549.html,fangzhuang1,3393,1335,5.0,2666,1400,2.0,1414,19833,57,1086,9486,26
110,芳群园三区,高楼层(共18层)|1995年建|2室1厅|60.97平米|西北,385万,"63,146元/平",https://bj.ke.com/ershoufang/101116675560.html,fangzhuang1,3652,1637,5.0,3191,829,2.0,1430,20128,58,987,8951,26
111,10AM新坐标,中楼层(共29层)|2005年建|1室0厅|46.29平米|东,320万,"69,130元/平",https://bj.ke.com/ershoufang/101116674688.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
112,芳星园三区,高楼层(共16层)|1990年建|1室1厅|46.82平米|南,299万,"63,862元/平",https://bj.ke.com/ershoufang/101116671069.html,fangzhuang1,3864,1717,5.0,2576,1296,2.0,1663,23847,60,1080,9207,26
113,10AM新坐标,低楼层(共30层)|2005年建|1室1厅|59.09平米|东北,368万,"62,278元/平",https://bj.ke.com/ershoufang/101116667264.html,fangzhuang1,3652,1469,5.0,2583,1788,4.0,1458,19958,57,798,7853,24
114,芳古园一区,中楼层(共6层)|1989年建|2室1厅|59.04平米|南北,365万,"61,823元/平",https://bj.ke.com/ershoufang/101116659372.html,fangzhuang1,3273,1322,5.0,2301,1539,4.0,1443,19673,56,1106,10546,29
115,芳古园一区,高楼层(共18层)|1990年建|2室1厅|56.99平米|南,439万,"77,032元/平",https://bj.ke.com/ershoufang/101116648689.html,fangzhuang1,3273,1322,5.0,2301,1539,4.0,1443,19673,56,1106,10546,29
116,芳星园三区,低楼层(共6层)2室2厅|68.28平米|南西北,466万,"68,249元/平",https://bj.ke.com/ershoufang/101116644242.html,fangzhuang1,3864,1717,5.0,2576,1296,2.0,1663,23847,60,1080,9207,26
117,芳群园一区,高楼层(共22层)1室1厅|40.87平米|南,295万,"72,181元/平",https://bj.ke.com/ershoufang/101116643112.html,fangzhuang1,3346,1280,5.0,2471,1738,4.0,1383,19757,57,1049,9410,26
