,position,description,total_price,unit_price,url,region,transit_duration_大钟寺地铁站,transit_distance_大钟寺地铁站,transit_fee_大钟寺地铁站,transit_duration_国贸大厦A座,transit_distance_国贸大厦A座,transit_fee_国贸大厦A座,driving_duration_大钟寺地铁站,driving_distance_大钟寺地铁站,driving_fee_大钟寺地铁站,driving_duration_国贸大厦A座,driving_distance_国贸大厦A座,driving_fee_国贸大厦A座
10,光华西里,中楼层(共5层)|1967年建|3室0厅|58.96平米|南西北,485万,"82,260元/平",https://bj.ke.com/ershoufang/101116549323.html,cbd,2570,982,5.0,1581,903,2.0,1055,16849,46,449,1578,13
11,光辉南里,低楼层(共6层)|1995年建|3室1厅|76.34平米|南北,449万,"58,816元/平",https://bj.ke.com/ershoufang/101116378595.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
12,光辉南里,底层(共6层)|1995年建|1室1厅|52.68平米|南北,325万,"61,694元/平",https://bj.ke.com/ershoufang/101115819317.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
13,万达广场公寓,低楼层(共27层)|2005年建|1室1厅|61.9平米|西北,460万,"74,314元/平",https://bj.ke.com/ershoufang/101114043779.html,cbd,2944,1149,5.0,1370,700,2.0,1180,16305,45,432,1718,13
14,万达广场公寓,低楼层(共27层)|2005年建|1室1厅|61.44平米|东北,460万,"74,870元/平",https://bj.ke.com/ershoufang/101114043709.html,cbd,2944,1149,5.0,1370,700,2.0,1180,16305,45,432,1718,13
15,光华里社区,低楼层(共12层)|1990年建|2室1厅|54.11平米|南北,440万,"81,316元/平",https://bj.ke.com/ershoufang/101117504600.html,cbd,3013,1498,5.0,?,?,?,1175,16053,42,407,755,13
16,光辉里小区,低楼层(共18层)|1993年建|1室1厅|45.37平米|东南,368万,"81,111元/平",https://bj.ke.com/ershoufang/101117431902.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
17,光辉里小区,地下室(共6层)|1993年建|2室1厅|50.99平米|南北,309万,"60,601元/平",https://bj.ke.com/ershoufang/101117349957.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
18,光辉里小区,低楼层(共18层)|1993年建|2室1厅|65.21平米|西北,475万,"72,842元/平",https://bj.ke.com/ershoufang/101117323714.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
19,阳光100,高楼层(共33层)|2001年建|1室1厅|48.73平米|北,420万,"86,190元/平",https://bj.ke.com/ershoufang/101117194347.html,cbd,3082,1309,5.0,1290,1325,3.0,1188,16384,45,464,1797,13
20,阳光100,高楼层(共33层)|2001年建|1室1厅|48.73平米|北,425万,"87,216元/平",https://bj.ke.com/ershoufang/101117178712.html,cbd,3082,1309,5.0,1290,1325,3.0,1188,16384,45,464,1797,13
21,光辉南里,底层(共6层)|1994年建|2室1厅|63.45平米|南北,399万,"62,885元/平",https://bj.ke.com/ershoufang/101117112734.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
22,光辉南里,高楼层(共6层)2室1厅|70.41平米|南北,430万,"61,071元/平",https://bj.ke.com/ershoufang/101117105893.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
23,建国路100号,中楼层(共14层)|1985年建|2室1厅|59.96平米|东西,430万,"71,715元/平",https://bj.ke.com/ershoufang/101117095886.html,cbd,2974,1446,5.0,1202,629,2.0,1017,16224,51,399,1579,13
24,万达广场公寓,顶层(共27层)|2005年建|1室1厅|61.9平米|东北,477万,"77,060元/平",https://bj.ke.com/ershoufang/101117040404.html,cbd,2944,1149,5.0,1370,700,2.0,1180,16305,45,432,1718,13
25,南郎家园,中楼层(共5层)|1975年建|2室1厅|50.64平米|南北,360万,"71,091元/平",https://bj.ke.com/ershoufang/101117031412.html,cbd,3212,1619,5.0,1295,738,2.0,1166,16327,45,434,1682,13
26,光辉里小区,高楼层(共18层)|1993年建|1室1厅|41.56平米|东南,353万,"84,938元/平",https://bj.ke.com/ershoufang/101117008449.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
27,光辉南里,地下室(共6层)|1995年建|2室1厅|58.47平米|南北,297万,"50,796元/平",https://bj.ke.com/ershoufang/101117008156.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
28,南郎家园,中楼层(共5层)|1979年建|2室1厅|53.66平米|南北,410万,"76,408元/平",https://bj.ke.com/ershoufang/101116996451.html,cbd,3212,1619,5.0,1295,738,2.0,1166,16327,45,434,1682,13
29,光华欣居,中楼层(共6层)|1994年建|2室1厅|60.89平米|南北,459万,"75,382元/平",https://bj.ke.com/ershoufang/101116980516.html,cbd,3256,1618,5.0,1505,437,2.0,1004,16015,50,271,1399,13
30,南郎家园,地下室(共6层)|1994年建|2室1厅|62.29平米|南北,305万,"48,965元/平",https://bj.ke.com/ershoufang/101116722854.html,cbd,3212,1619,5.0,1295,738,2.0,1166,16327,45,434,1682,13
31,光辉南里,低楼层(共6层)|1994年建|2室1厅|62.3平米|南北,392万,"62,922元/平",https://bj.ke.com/ershoufang/101116711128.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
32,光华欣居,低楼层(共6层)|1994年建|2室1厅|66.21平米|东西,470万,"70,987元/平",https://bj.ke.com/ershoufang/101116604132.html,cbd,3256,1618,5.0,1505,437,2.0,1004,16015,50,271,1399,13
33,光辉里小区,中楼层(共14层)|1984年建|2室1厅|58.53平米|南,478万,"81,668元/平",https://bj.ke.com/ershoufang/101116528550.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
34,南郎家园,底层(共5层)|1981年建|2室1厅|47.17平米|南,389万,"82,468元/平",https://bj.ke.com/ershoufang/101116473288.html,cbd,3212,1619,5.0,1295,738,2.0,1166,16327,45,434,1682,13
35,光辉里小区,顶层(共18层)|1993年建|2室1厅|64.93平米|西南,497万,"76,544元/平",https://bj.ke.com/ershoufang/101116455939.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
36,光辉南里,高楼层(共6层)|1994年建|1室1厅|53.41平米|南北,315万,"58,978元/平",https://bj.ke.com/ershoufang/101116441675.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
37,南郎家园,中楼层(共6层)|1993年建|1室1厅|42.33平米|北,315万,"74,416元/平",https://bj.ke.com/ershoufang/101116414204.html,cbd,3212,1619,5.0,1295,738,2.0,1166,16327,45,434,1682,13
38,恋日国际,中楼层(共25层)|2003年建|1室1厅|76.93平米|西,470万,"61,095元/平",https://bj.ke.com/ershoufang/101116364395.html,cbd,3006,1378,5.0,1192,752,2.0,1266,16676,46,520,2031,13
39,南郎家园,低楼层(共6层)|1986年建|1室1厅|41.08平米|南,320万,"77,897元/平",https://bj.ke.com/ershoufang/101116309957.html,cbd,3212,1619,5.0,1295,738,2.0,1166,16327,45,434,1682,13
40,光辉南里,低楼层(共6层)|1980年建|2室1厅|52.21平米|南,360万,"68,953元/平",https://bj.ke.com/ershoufang/101116279120.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
41,恋日国际,低楼层(共25层)|2003年建|1室1厅|76.93平米|西,459万,"59,665元/平",https://bj.ke.com/ershoufang/101116139457.html,cbd,3006,1378,5.0,1192,752,2.0,1266,16676,46,520,2031,13
42,光辉南里,低楼层(共6层)|1995年建|1室1厅|54.12平米|南北,335万,"61,900元/平",https://bj.ke.com/ershoufang/101116018451.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
43,恋日国际,中楼层(共25层)|2003年建|1室0厅|76.93平米|西,455万,"59,145元/平",https://bj.ke.com/ershoufang/101115967281.html,cbd,3006,1378,5.0,1192,752,2.0,1266,16676,46,520,2031,13
44,光辉里小区,低楼层(共18层)|1993年建|2室1厅|65.64平米|东南西南,482万,"73,431元/平",https://bj.ke.com/ershoufang/101115915332.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
45,光辉里小区,底层(共16层)|1989年建|2室1厅|50.55平米|南,399万,"78,932元/平",https://bj.ke.com/ershoufang/101115874744.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
46,光辉里小区,中楼层(共6层)|1993年建|2室1厅|56.77平米|南北,480万,"84,552元/平",https://bj.ke.com/ershoufang/101115814858.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
47,光辉里小区,低楼层(共18层)|1995年建|2室1厅|61.86平米|东北,465万,"75,170元/平",https://bj.ke.com/ershoufang/101115796712.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
48,光辉南里,底层(共6层)|1995年建|1室1厅|54.59平米|南北,306万,"56,055元/平",https://bj.ke.com/ershoufang/101115719215.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
49,光辉南里,底层(共6层)|1994年建|2室1厅|64.64平米|南北,399万,"61,727元/平",https://bj.ke.com/ershoufang/101115586992.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
50,光辉里小区,中楼层(共18层)|1991年建|1室1厅|43.28平米|东南,347万,"80,176元/平",https://bj.ke.com/ershoufang/101115574825.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
51,光辉里小区,高楼层(共6层)|1979年建|2室1厅|56.85平米|南,470万,"82,674元/平",https://bj.ke.com/ershoufang/101115345984.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
52,光辉里小区,底层(共6层)|1993年建|2室1厅|56.77平米|南北,455万,"80,148元/平",https://bj.ke.com/ershoufang/101115222336.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
53,光辉里小区,高楼层(共6层)|1979年建|2室1厅|53.4平米|南北,378万,"70,787元/平",https://bj.ke.com/ershoufang/101115120666.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
54,万达广场公寓,中楼层(共27层)|2005年建|1室1厅|61.9平米|西北,485万,"78,353元/平",https://bj.ke.com/ershoufang/101115009684.html,cbd,2944,1149,5.0,1370,700,2.0,1180,16305,45,432,1718,13
55,光华欣居,底层(共6层)1室1厅|48.04平米|东,325万,"67,652元/平",https://bj.ke.com/ershoufang/101114861548.html,cbd,3256,1618,5.0,1505,437,2.0,1004,16015,50,271,1399,13
56,光辉里小区,中楼层(共6层)|1995年建|2室1厅|56.77平米|南北,478万,"84,200元/平",https://bj.ke.com/ershoufang/101114856375.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
57,光辉里小区,顶层(共6层)|1993年建|2室1厅|56.77平米|南北,440万,"77,506元/平",https://bj.ke.com/ershoufang/101114819398.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
58,双花园,中楼层(共6层)|1981年建|2室1厅|52.75平米|东西,325万,"61,612元/平",https://bj.ke.com/ershoufang/101114718544.html,cbd,3458,1709,5.0,2221,1846,2.0,1206,19010,58,564,3536,14
59,光辉里小区,底层(共6层)|1993年建|2室1厅|56.77平米|南北,455万,"80,148元/平",https://bj.ke.com/ershoufang/101115222336.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
60,光辉里小区,高楼层(共6层)|1979年建|2室1厅|53.4平米|南北,378万,"70,787元/平",https://bj.ke.com/ershoufang/101115120666.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
61,万达广场公寓,中楼层(共27层)|2005年建|1室1厅|61.9平米|西北,485万,"78,353元/平",https://bj.ke.com/ershoufang/101115009684.html,cbd,2944,1149,5.0,1370,700,2.0,1180,16305,45,432,1718,13
62,光华欣居,底层(共6层)1室1厅|48.04平米|东,325万,"67,652元/平",https://bj.ke.com/ershoufang/101114861548.html,cbd,3256,1618,5.0,1505,437,2.0,1004,16015,50,271,1399,13
63,光辉里小区,中楼层(共6层)|1995年建|2室1厅|56.77平米|南北,478万,"84,200元/平",https://bj.ke.com/ershoufang/101114856375.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
64,光辉里小区,顶层(共6层)|1993年建|2室1厅|56.77平米|南北,440万,"77,506元/平",https://bj.ke.com/ershoufang/101114819398.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
65,双花园,中楼层(共6层)|1981年建|2室1厅|52.75平米|东西,325万,"61,612元/平",https://bj.ke.com/ershoufang/101114718544.html,cbd,3458,1709,5.0,2221,1846,2.0,1206,19010,58,564,3536,14
66,光辉里小区,顶层(共14层)|1984年建|2室1厅|65.42平米|东南,480万,"73,373元/平",https://bj.ke.com/ershoufang/101114692498.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
67,光辉里小区,顶层(共6层)|1995年建|2室1厅|56.77平米|南,470万,"82,791元/平",https://bj.ke.com/ershoufang/101114683271.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
68,光辉里小区,顶层(共6层)|1993年建|2室1厅|56.77平米|南北,439万,"77,330元/平",https://bj.ke.com/ershoufang/101114674854.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
69,南郎家园,顶层(共6层)|1983年建|2室1厅|50.07平米|南,346万,"69,104元/平",https://bj.ke.com/ershoufang/101114662542.html,cbd,3212,1619,5.0,1295,738,2.0,1166,16327,45,434,1682,13
70,南郎家园,顶层(共5层)|1975年建|2室1厅|50.64平米|南北,359万,"70,893元/平",https://bj.ke.com/ershoufang/101114503535.html,cbd,3212,1619,5.0,1295,738,2.0,1166,16327,45,434,1682,13
71,光华欣居,顶层(共6层)|1994年建|2室1厅|67.25平米|东西,429万,"63,792元/平",https://bj.ke.com/ershoufang/101114457608.html,cbd,3256,1618,5.0,1505,437,2.0,1004,16015,50,271,1399,13
72,光辉里小区,高楼层(共16层)|1989年建|2室1厅|62.39平米|东,479万,"76,776元/平",https://bj.ke.com/ershoufang/101114440689.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
73,双花园,顶层(共6层)|1981年建|2室1厅|53.4平米|东西,325万,"60,862元/平",https://bj.ke.com/ershoufang/101114403249.html,cbd,3458,1709,5.0,2221,1846,2.0,1206,19010,58,564,3536,14
74,光辉南里,顶层(共6层)|1994年建|1室1厅|54.62平米|南,340万,"62,249元/平",https://bj.ke.com/ershoufang/101114402290.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
75,南郎家园,高楼层(共6层)|1994年建|2室1厅|55.67平米|西,395万,"70,954元/平",https://bj.ke.com/ershoufang/101114377515.html,cbd,3212,1619,5.0,1295,738,2.0,1166,16327,45,434,1682,13
76,光辉里小区,底层(共18层)|1993年建|1室1厅|38.26平米|西南,340万,"88,866元/平",https://bj.ke.com/ershoufang/101114335362.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
77,光辉里小区,低楼层(共18层)|1993年建|1室1厅|43.43平米|东北,339万,"78,057元/平",https://bj.ke.com/ershoufang/101114289389.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
78,光辉里小区,中楼层(共18层)|1993年建|2室1厅|65.21平米|西北,499万,"76,523元/平",https://bj.ke.com/ershoufang/101114271206.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
79,光华欣居,顶层(共6层)|1994年建|2室1厅|58.99平米|西北,388万,"65,774元/平",https://bj.ke.com/ershoufang/101114067277.html,cbd,3256,1618,5.0,1505,437,2.0,1004,16015,50,271,1399,13
80,光辉里小区,中楼层(共18层)|1993年建|1室1厅|45.68平米|东南,355万,"77,715元/平",https://bj.ke.com/ershoufang/101114026012.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
81,光辉南里,中楼层(共6层)|1995年建|2室1厅|63.49平米|南北,430万,"67,728元/平",https://bj.ke.com/ershoufang/101114004068.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
82,光辉南里,地下室(共6层)|1995年建|2室1厅|56.39平米|南北,230万,"40,788元/平",https://bj.ke.com/ershoufang/101113792189.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
83,光华欣居,中楼层(共6层)|1994年建|2室1厅|61.81平米|南北,429万,"69,407元/平",https://bj.ke.com/ershoufang/101113783310.html,cbd,3256,1618,5.0,1505,437,2.0,1004,16015,50,271,1399,13
84,和乔丽致公寓,低楼层(共16层)|2004年建|1室0厅|61.44平米|东,360万,"58,594元/平",https://bj.ke.com/ershoufang/101113736576.html,cbd,3044,1370,5.0,1560,501,2.0,1019,16131,50,412,1515,13
85,光华欣居,地下室(共6层)|1986年建|2室1厅|55.53平米|东西,349万,"62,849元/平",https://bj.ke.com/ershoufang/101113623811.html,cbd,3256,1618,5.0,1505,437,2.0,1004,16015,50,271,1399,13
86,蓝堡国际公寓,低楼层(共21层)|2004年建|1室1厅|41.19平米|东北,458万,"111,193元/平",https://bj.ke.com/ershoufang/101113314257.html,cbd,3069,1399,5.0,1367,1415,3.0,1118,16820,53,450,2204,13
87,光辉南里,高楼层(共6层)|1994年建|1室1厅|53.47平米|南北,338万,"63,214元/平",https://bj.ke.com/ershoufang/101113049714.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
88,光辉里小区,中楼层(共14层)|1982年建|2室1厅|61.36平米|南,500万,"81,487元/平",https://bj.ke.com/ershoufang/101112911009.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
89,光辉里小区,低楼层(共14层)|1982年建|2室1厅|61.36平米|南,499万,"81,324元/平",https://bj.ke.com/ershoufang/101112828491.html,cbd,2806,987,5.0,1014,1003,3.0,1256,17038,47,526,2451,13
90,光辉南里,低楼层(共6层)|1994年建|2室1厅|63.45平米|南北,440万,"69,346元/平",https://bj.ke.com/ershoufang/101112505070.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
91,光辉南里,中楼层(共6层)|1995年建|1室1厅|54.12平米|南北,330万,"60,976元/平",https://bj.ke.com/ershoufang/101109093932.html,cbd,2970,1179,5.0,1179,1195,3.0,1127,17299,48,459,2323,13
